Alagoas,,,
9,,,
 Avante (AVANTE) ,56700,3.9,0
 Democracia Cristã (DC) ,225,0,0
 Democratas (DEM) ,5899,0.4,0
 Movimento Democrático Brasileiro (MDB) ,87250,6,1
 Partido Comunista Brasileiro (PCB) ,494,0,0
 Partido Comunista do Brasil (PC do B) ,5588,0.4,0
 Partido da Mobilização Nacional (PMN) ,21179,1.5,0
 Partido da República (PR) ,100846,6.9,1
 Partido da Social Democracia Brasileira (PSDB) ,124158,8.5,1
 Partido Democrático Trabalhista (PDT) ,69962,4.8,0
 Partido dos Trabalhadores (PT) ,72358,5,1
 Partido Humanista da Solidariedade (PHS) ,4532,0.3,0
 Partido Novo (NOVO) ,13103,0.9,0
 Partido Pátria Livre (PPL) ,1869,0.1,0
 Partido Popular Socialista (PPS) ,13225,0.9,0
 Partido Progressista (PP) ,180230,12.4,1
 Partido Renovador Trabalhista Brasileiro (PRTB) ,30796,2.1,0
 Partido Republicano Brasileiro (PRB) ,74491,5.1,1
 Partido Republicano da Ordem Social (PROS) ,7950,0.5,0
 Partido Republicano Progressista (PRP) ,1841,0.1,0
 Partido Social Cristão (PSC) ,14818,1,0
 Partido Social Democrático (PSD) ,144010,9.9,1
 Partido Social Liberal (PSL) ,44339,3,0
 Partido Socialismo e Liberdade (PSOL) ,8407,0.6,0
 Partido Socialista Brasileiro (PSB) ,182185,12.5,1
 Partido Socialista dos Trabalhadores Unificado (PSTU) ,662,0,0
 Partido Trabalhista Brasileiro (PTB) ,93806,6.4,1
 Partido Trabalhista Cristão (PTC) ,20789,1.4,0
 Partido Verde (PV) ,2091,0.1,0
 Patriota (PATRI) ,3321,0.2,0
 Podemos (PODE) ,7069,0.5,0
 Rede Sustentabilidade (REDE) ,54670,3.7,0
 Solidariedade (SOLIDARIEDADE) ,9811,0.7,0
