Bahia,,,
39,,,
 Avante (AVANTE) ,388275,5.7,2
 Democracia Cristã (DC) ,13824,0.2,0
 Democratas (DEM) ,580390,8.5,4
 Movimento Democrático Brasileiro (MDB) ,128035,1.9,0
 Partido Comunista do Brasil (PC do B) ,260301,3.8,2
 Partido da Causa Operária (PCO) ,1680,0,0
 Partido da Mobilização Nacional (PMN) ,13111,0.2,0
 Partido da Mulher Brasileira (PMB) ,28357,0.4,0
 Partido da República (PR) ,249427,3.6,2
 Partido da Social Democracia Brasileira (PSDB) ,219247,3.2,1
 Partido Democrático Trabalhista (PDT) ,339264,4.9,2
 Partido dos Trabalhadores (PT) ,1332645,19.4,8
 Partido Humanista da Solidariedade (PHS) ,249757,3.6,2
 Partido Novo (NOVO) ,67699,1,0
 Partido Pátria Livre (PPL) ,91841,1.3,1
 Partido Popular Socialista (PPS) ,53724,0.8,0
 Partido Progressista (PP) ,521054,7.6,4
 Partido Renovador Trabalhista Brasileiro (PRTB) ,70789,1,0
 Partido Republicano Brasileiro (PRB) ,265073,3.9,2
 Partido Republicano da Ordem Social (PROS) ,35931,0.5,0
 Partido Republicano Progressista (PRP) ,73049,1.1,1
 Partido Social Cristão (PSC) ,79834,1.2,0
 Partido Social Democrático (PSD) ,796769,11.6,4
 Partido Social Liberal (PSL) ,182155,2.7,1
 Partido Socialismo e Liberdade (PSOL) ,68275,1,0
 Partido Socialista Brasileiro (PSB) ,257700,3.8,2
 Partido Trabalhista Brasileiro (PTB) ,43132,0.6,0
 Partido Trabalhista Cristão (PTC) ,41810,0.6,0
 Partido Verde (PV) ,73661,1.1,0
 Patriota (PATRI) ,67393,1,0
 Podemos (PODE) ,169310,2.5,1
 Rede Sustentabilidade (REDE) ,42259,0.6,0
 Solidariedade (SOLIDARIEDADE) ,62242,0.9,0
