Goiás,,,
17,,,
 Avante (AVANTE) ,14679,0.5,0
 Democracia Cristã (DC) ,22049,0.7,0
 Democratas (DEM) ,306862,10.1,2
 Movimento Democrático Brasileiro (MDB) ,138932,4.6,0
 Partido Comunista Brasileiro (PCB) ,2937,0.1,0
 Partido Comunista do Brasil (PC do B) ,26291,0.9,0
 Partido da Causa Operária (PCO) ,558,0,0
 Partido da Mobilização Nacional (PMN) ,13970,0.5,0
 Partido da Mulher Brasileira (PMB) ,496,0,0
 Partido da República (PR) ,93269,3.1,1
 Partido da Social Democracia Brasileira (PSDB) ,299494,9.9,1
 Partido Democrático Trabalhista (PDT) ,188852,6.2,1
 Partido dos Trabalhadores (PT) ,141962,4.7,1
 Partido Humanista da Solidariedade (PHS) ,29749,1,0
 Partido Novo (NOVO) ,41737,1.4,0
 Partido Popular Socialista (PPS) ,54344,1.8,0
 Partido Progressista (PP) ,260130,8.6,2
 Partido Renovador Trabalhista Brasileiro (PRTB) ,51561,1.7,0
 Partido Republicano Brasileiro (PRB) ,112771,3.7,1
 Partido Republicano da Ordem Social (PROS) ,45180,1.5,0
 Partido Republicano Progressista (PRP) ,78127,2.6,1
 Partido Social Cristão (PSC) ,117879,3.9,1
 Partido Social Democrático (PSD) ,122075,4,1
 Partido Social Liberal (PSL) ,358155,11.8,2
 Partido Socialismo e Liberdade (PSOL) ,23085,0.8,0
 Partido Socialista Brasileiro (PSB) ,79324,2.6,1
 Partido Trabalhista Brasileiro (PTB) ,98050,3.2,0
 Partido Trabalhista Cristão (PTC) ,75511,2.5,0
 Partido Verde (PV) ,9615,0.3,0
 Patriota (PATRI) ,11842,0.4,0
 Podemos (PODE) ,113110,3.7,1
 Rede Sustentabilidade (REDE) ,15155,0.5,0
 Solidariedade (SOLIDARIEDADE) ,83443,2.8,1
