Tocantins,,,
8,,,
 Avante (AVANTE) ,2132,0.3,0
 Democracia Cristã (DC) ,3231,0.5,0
 Democratas (DEM) ,99394,13.9,2
 Movimento Democrático Brasileiro (MDB) ,44922,6.3,1
 Partido Comunista do Brasil (PC do B) ,5199,0.7,0
 Partido da Mobilização Nacional (PMN) ,4818,0.7,0
 Partido da Mulher Brasileira (PMB) ,880,0.1,0
 Partido da República (PR) ,53547,7.5,1
 Partido da Social Democracia Brasileira (PSDB) ,39651,5.5,0
 Partido Democrático Trabalhista (PDT) ,5473,0.8,0
 Partido dos Trabalhadores (PT) ,44301,6.2,1
 Partido Humanista da Solidariedade (PHS) ,14293,2,0
 Partido Pátria Livre (PPL) ,1733,0.2,0
 Partido Popular Socialista (PPS) ,4759,0.7,0
 Partido Progressista (PP) ,44114,6.2,0
 Partido Renovador Trabalhista Brasileiro (PRTB) ,20893,2.9,0
 Partido Republicano Brasileiro (PRB) ,9930,1.4,0
 Partido Republicano da Ordem Social (PROS) ,32607,4.6,0
 Partido Republicano Progressista (PRP) ,2122,0.3,0
 Partido Social Cristão (PSC) ,60399,8.4,1
 Partido Social Democrático (PSD) ,18897,2.6,0
 Partido Social Liberal (PSL) ,30513,4.3,0
 Partido Socialismo e Liberdade (PSOL) ,3711,0.5,0
 Partido Socialista Brasileiro (PSB) ,28693,4,0
 Partido Trabalhista Brasileiro (PTB) ,561,0.1,0
 Partido Trabalhista Cristão (PTC) ,1333,0.2,0
 Partido Verde (PV) ,7887,1.1,0
 Patriota (PATRI) ,2714,0.4,0
 Podemos (PODE) ,614,0.1,0
 Rede Sustentabilidade (REDE) ,949,0.1,0
 Solidariedade (SOLIDARIEDADE) ,125672,17.6,2
