Sergipe,,,
8,,,
 Partido dos Trabalhadores (PT) ,158005,15,1
 Partido Trabalhista Brasileiro (PTB) ,133113,12.6,1
 Partido Social Democrático (PSD) ,93455,8.9,1
 Partido do Movimento Democrático Brasileiro (PMDB) ,92624,8.8,1
 Solidariedade (SD) ,85612,8.1,1
 Partido Social Cristão (PSC) ,77016,7.3,1
 Partido Socialista Brasileiro (PSB) ,71717,6.8,1
 Partido Republicano Brasileiro (PRB) ,55067,5.2,1
 Democratas (DEM) ,55715,5.3,0
 Partido Republicano da Ordem Social (PROS) ,50962,4.8,0
 Partido da Social Democracia Brasileira (PSDB) ,47020,4.5,0
 Partido Comunista do Brasil (PC do B) ,37740,3.6,0
 Partido da República (PR) ,30689,2.9,0
 Partido Socialista dos Trabalhadores Unificado (PSTU) ,15926,1.5,0
 Partido Socialismo e Liberdade (PSOL) ,8145,0.8,0
 Partido Popular Socialista (PPS) ,7049,0.7,0
 Partido Democrático Trabalhista (PDT) ,6685,0.6,0
 Partido Progressista (PP) ,4358,0.4,0
 Partido da Mobilização Nacional (PMN) ,3646,0.3,0
 Partido Ecológico Nacional (PEN) ,3286,0.3,0
 Partido Renovador Trabalhista Brasileiro (PRTB) ,3113,0.3,0
 Partido Trabalhista Cristão (PTC) ,2235,0.2,0
 Partido Verde (PV) ,1969,0.2,0
 Partido Comunista Brasileiro (PCB) ,1749,0.2,0
 Partido Social Liberal (PSL) ,1744,0.2,0
 Partido Republicano Progressista (PRP) ,1328,0.1,0
 Partido Pátria Livre (PPL) ,1077,0.1,0
 Partido Humanista da Solidariedade (PHS) ,1025,0.1,0
 Partido Trabalhista do Brasil (PT do B) ,659,0.1,0
 Partido Social Democrata Cristão (PSDC) ,97,0,0
